id_participante,faixa_etaria,faixa_etaria_descricao,sexo,sexo_descricao,cor_raca,cor_raca_descricao,estado_civil,estado_civil_descricao,nacionalidade,nacionalidade_descricao,st_conclusao,st_conclusao_descricao
5669,2,17,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5670,19,Entre 66 e 70,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5671,16,Entre 51 e 55,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5672,16,Entre 51 e 55,M,Masculino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5673,1,Menor de 17,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5674,16,Entre 51 e 55,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5675,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5676,14,Entre 41 e 45,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5677,12,Entre 31 e 35,F,Feminino,1,Branca,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5678,10,25,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5679,3,18,F,Feminino,3,Parda,0,Nao informado,3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5680,3,18,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5681,18,Entre 61 e 65,M,Masculino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5682,1,Menor de 17,F,Feminino,5,Indigena,0,Nao informado,2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5683,15,Entre 46 e 50,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5684,3,18,M,Masculino,2,Preta,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5685,20,Maior de 70,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5686,6,21,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5687,7,22,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5688,15,Entre 46 e 50,M,Masculino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5689,11,Entre 26 e 30,M,Masculino,0,Nao declarado,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5690,13,Entre 36 e 40,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5691,11,Entre 26 e 30,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5692,18,Entre 61 e 65,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5693,8,23,M,Masculino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5694,2,17,F,Feminino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5695,15,Entre 46 e 50,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5696,8,23,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5697,1,Menor de 17,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5698,11,Entre 26 e 30,F,Feminino,4,Amarela,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5699,20,Maior de 70,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5700,6,21,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5701,7,22,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5702,18,Entre 61 e 65,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5703,20,Maior de 70,M,Masculino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5704,16,Entre 51 e 55,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5705,6,21,M,Masculino,0,Nao declarado,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5706,2,17,F,Feminino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5707,4,19,M,Masculino,4,Amarela,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5708,10,25,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5709,14,Entre 41 e 45,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5710,3,18,M,Masculino,5,Indigena,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5711,14,Entre 41 e 45,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5712,4,19,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5713,2,17,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5714,20,Maior de 70,F,Feminino,1,Branca,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5715,8,23,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5716,20,Maior de 70,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5717,6,21,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5718,7,22,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5719,12,Entre 31 e 35,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5720,2,17,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5721,15,Entre 46 e 50,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5722,4,19,M,Masculino,5,Indigena,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5723,7,22,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5724,15,Entre 46 e 50,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5725,4,19,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5726,16,Entre 51 e 55,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5727,6,21,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5728,11,Entre 26 e 30,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5729,7,22,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5730,13,Entre 36 e 40,M,Masculino,5,Indigena,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5731,17,Entre 56 e 60,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5732,4,19,M,Masculino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5733,10,25,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5734,1,Menor de 17,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5735,3,18,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5736,17,Entre 56 e 60,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5737,2,17,F,Feminino,5,Indigena,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5738,2,17,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5739,6,21,F,Feminino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5740,5,20,M,Masculino,0,Nao declarado,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5741,14,Entre 41 e 45,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5742,14,Entre 41 e 45,F,Feminino,3,Parda,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5743,4,19,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5744,5,20,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5745,12,Entre 31 e 35,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5746,6,21,M,Masculino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5747,12,Entre 31 e 35,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5748,11,Entre 26 e 30,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5749,14,Entre 41 e 45,F,Feminino,4,Amarela,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5750,4,19,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5751,16,Entre 51 e 55,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5752,12,Entre 31 e 35,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5753,11,Entre 26 e 30,F,Feminino,5,Indigena,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5754,2,17,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5755,13,Entre 36 e 40,F,Feminino,4,Amarela,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5756,6,21,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5757,8,23,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5758,14,Entre 41 e 45,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5759,12,Entre 31 e 35,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5760,7,22,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5761,2,17,F,Feminino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5762,4,19,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5763,2,17,M,Masculino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5764,18,Entre 61 e 65,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5765,14,Entre 41 e 45,F,Feminino,4,Amarela,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5766,13,Entre 36 e 40,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5767,2,17,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5768,12,Entre 31 e 35,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5769,14,Entre 41 e 45,M,Masculino,1,Branca,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5770,9,24,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5771,4,19,F,Feminino,4,Amarela,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5772,3,18,M,Masculino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5773,4,19,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5774,4,19,M,Masculino,1,Branca,0,Nao informado,3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5775,4,19,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5776,14,Entre 41 e 45,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5777,17,Entre 56 e 60,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5778,6,21,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5779,18,Entre 61 e 65,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5780,17,Entre 56 e 60,F,Feminino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5781,12,Entre 31 e 35,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5782,19,Entre 66 e 70,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5783,18,Entre 61 e 65,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5784,4,19,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5785,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5786,13,Entre 36 e 40,M,Masculino,3,Parda,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5787,16,Entre 51 e 55,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5788,6,21,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5789,20,Maior de 70,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5790,2,17,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5791,11,Entre 26 e 30,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5792,17,Entre 56 e 60,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5793,19,Entre 66 e 70,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5794,3,18,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5795,4,19,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5796,4,19,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5797,2,17,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5798,12,Entre 31 e 35,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5799,10,25,M,Masculino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5800,5,20,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5801,1,Menor de 17,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5802,9,24,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5803,11,Entre 26 e 30,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5804,13,Entre 36 e 40,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5805,5,20,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5806,11,Entre 26 e 30,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5807,11,Entre 26 e 30,M,Masculino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5808,4,19,F,Feminino,4,Amarela,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5809,6,21,M,Masculino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5810,4,19,F,Feminino,0,Nao declarado,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5811,6,21,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5812,13,Entre 36 e 40,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5813,13,Entre 36 e 40,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5814,5,20,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5815,19,Entre 66 e 70,M,Masculino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5816,4,19,F,Feminino,1,Branca,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5817,15,Entre 46 e 50,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5818,3,18,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5819,3,18,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5820,8,23,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5821,1,Menor de 17,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5822,11,Entre 26 e 30,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5823,16,Entre 51 e 55,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5824,12,Entre 31 e 35,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5825,9,24,F,Feminino,3,Parda,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5826,8,23,M,Masculino,2,Preta,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5827,14,Entre 41 e 45,M,Masculino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5828,13,Entre 36 e 40,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5829,3,18,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5830,3,18,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5831,2,17,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5832,4,19,F,Feminino,2,Preta,0,Nao informado,3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5833,12,Entre 31 e 35,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5834,6,21,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5835,8,23,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5836,3,18,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5837,10,25,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5838,17,Entre 56 e 60,M,Masculino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5839,13,Entre 36 e 40,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5840,6,21,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5841,16,Entre 51 e 55,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5842,13,Entre 36 e 40,F,Feminino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5843,6,21,M,Masculino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5844,15,Entre 46 e 50,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5845,17,Entre 56 e 60,F,Feminino,2,Preta,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
5846,6,21,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5847,9,24,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5848,12,Entre 31 e 35,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5849,12,Entre 31 e 35,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5850,15,Entre 46 e 50,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
