id_socioeconomico,escolaridade_pai,escolaridade_pai_descricao,escolaridade_mae,escolaridade_mae_descricao,quantidade_pessoas_moradia,quantidade_pessoas_moradia_descricao,renda_familiar,renda_familiar_descricao
185,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
186,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,L,"De R$ 9.696,01 ate R$ 10.908,00"
187,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,3,,Q,"Acima de R$ 24.240,00"
188,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,3,,I,"De R$ 6.060,01 ate R$ 7.272,00"
189,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",15,,B,"Ate R$ 1.212,00"
190,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,M,"De R$ 10.908,01 ate R$ 12.120,00"
191,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,8,,F,"De R$ 3.030,01 ate R$ 3.636,00"
192,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,M,"De R$ 10.908,01 ate R$ 12.120,00"
193,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
194,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,B,"Ate R$ 1.212,00"
195,E,"Completou o Ensino Medio, mas nao completou a Faculdade",H,Nao sei,4,,F,"De R$ 3.030,01 ate R$ 3.636,00"
196,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
197,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",20,,B,"Ate R$ 1.212,00"
198,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,A,Nenhuma Renda
199,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,D,"De R$ 1.818,01 ate R$ 2.424,00"
200,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
201,H,Nao sei,B,Nao completou a 4 serie/5 ano,8,,A,Nenhuma Renda
202,H,Nao sei,H,Nao sei,3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
203,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,G,"De R$ 3.636,01 ate R$ 4.848,00"
204,H,Nao sei,H,Nao sei,15,,C,"De R$ 1.212,01 ate R$ 1.818,00"
205,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",16,,C,"De R$ 1.212,01 ate R$ 1.818,00"
206,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",14,,Q,"Acima de R$ 24.240,00"
207,B,Nao completou a 4 serie/5 ano,H,Nao sei,2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
208,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,B,"Ate R$ 1.212,00"
209,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
210,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,C,"De R$ 1.212,01 ate R$ 1.818,00"
211,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,11,,C,"De R$ 1.212,01 ate R$ 1.818,00"
212,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,Q,"Acima de R$ 24.240,00"
213,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,B,"Ate R$ 1.212,00"
214,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",10,,C,"De R$ 1.212,01 ate R$ 1.818,00"
215,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,3,,L,"De R$ 9.696,01 ate R$ 10.908,00"
216,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",15,,B,"Ate R$ 1.212,00"
217,H,Nao sei,B,Nao completou a 4 serie/5 ano,5,,A,Nenhuma Renda
218,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,B,"Ate R$ 1.212,00"
219,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,F,"De R$ 3.030,01 ate R$ 3.636,00"
220,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,11,,L,"De R$ 9.696,01 ate R$ 10.908,00"
221,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,D,"De R$ 1.818,01 ate R$ 2.424,00"
222,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,8,,C,"De R$ 1.212,01 ate R$ 1.818,00"
223,A,Nunca estudou,A,Nunca estudou,5,,P,"De R$ 18.180,01 ate R$ 24.240,00"
224,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,3,,C,"De R$ 1.212,01 ate R$ 1.818,00"
225,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,B,"Ate R$ 1.212,00"
226,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,B,"Ate R$ 1.212,00"
227,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,6,,F,"De R$ 3.030,01 ate R$ 3.636,00"
228,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,G,"De R$ 3.636,01 ate R$ 4.848,00"
229,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,K,"De R$ 8.484,01 ate R$ 9.696,00"
230,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,1,,F,"De R$ 3.030,01 ate R$ 3.636,00"
231,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,B,"Ate R$ 1.212,00"
232,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,3,,K,"De R$ 8.484,01 ate R$ 9.696,00"
233,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,16,,B,"Ate R$ 1.212,00"
234,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,Q,"Acima de R$ 24.240,00"
235,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",11,,H,"De R$ 4.848,01 ate R$ 6.060,00"
236,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,17,,C,"De R$ 1.212,01 ate R$ 1.818,00"
237,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,F,"De R$ 3.030,01 ate R$ 3.636,00"
238,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,5,,J,"De R$ 7.272,01 ate R$ 8.484,00"
239,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,4,,M,"De R$ 10.908,01 ate R$ 12.120,00"
240,H,Nao sei,H,Nao sei,2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
241,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,8,,G,"De R$ 3.636,01 ate R$ 4.848,00"
242,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",14,,D,"De R$ 1.818,01 ate R$ 2.424,00"
243,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",18,,B,"Ate R$ 1.212,00"
244,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,3,,J,"De R$ 7.272,01 ate R$ 8.484,00"
245,H,Nao sei,A,Nunca estudou,3,,I,"De R$ 6.060,01 ate R$ 7.272,00"
246,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
247,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,M,"De R$ 10.908,01 ate R$ 12.120,00"
248,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,E,"De R$ 2.424,01 ate R$ 3.030,00"
249,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,B,"Ate R$ 1.212,00"
250,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
251,H,Nao sei,A,Nunca estudou,2,,E,"De R$ 2.424,01 ate R$ 3.030,00"
252,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,6,,I,"De R$ 6.060,01 ate R$ 7.272,00"
253,H,Nao sei,H,Nao sei,2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
254,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
255,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
256,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
257,A,Nunca estudou,H,Nao sei,8,,E,"De R$ 2.424,01 ate R$ 3.030,00"
258,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,1,,O,"De R$ 14.544,01 ate R$ 18.180,00"
259,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
260,H,Nao sei,G,Completou a Pos-graduacao,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
261,H,Nao sei,H,Nao sei,4,,M,"De R$ 10.908,01 ate R$ 12.120,00"
262,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,D,"De R$ 1.818,01 ate R$ 2.424,00"
263,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,M,"De R$ 10.908,01 ate R$ 12.120,00"
264,B,Nao completou a 4 serie/5 ano,H,Nao sei,11,,D,"De R$ 1.818,01 ate R$ 2.424,00"
265,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,F,"De R$ 3.030,01 ate R$ 3.636,00"
266,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,5,,P,"De R$ 18.180,01 ate R$ 24.240,00"
267,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",7,,N,"De R$ 12.120,01 ate R$ 14.544,00"
268,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
269,G,Completou a Pos-graduacao,H,Nao sei,5,,Q,"Acima de R$ 24.240,00"
270,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,6,,C,"De R$ 1.212,01 ate R$ 1.818,00"
271,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,N,"De R$ 12.120,01 ate R$ 14.544,00"
272,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,2,,B,"Ate R$ 1.212,00"
273,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",10,,D,"De R$ 1.818,01 ate R$ 2.424,00"
274,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,G,"De R$ 3.636,01 ate R$ 4.848,00"
275,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
276,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,A,Nenhuma Renda
277,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,8,,F,"De R$ 3.030,01 ate R$ 3.636,00"
278,A,Nunca estudou,A,Nunca estudou,19,,A,Nenhuma Renda
279,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,O,"De R$ 14.544,01 ate R$ 18.180,00"
280,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,17,,B,"Ate R$ 1.212,00"
281,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,Q,"Acima de R$ 24.240,00"
282,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,1,,P,"De R$ 18.180,01 ate R$ 24.240,00"
283,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,D,"De R$ 1.818,01 ate R$ 2.424,00"
284,H,Nao sei,B,Nao completou a 4 serie/5 ano,7,,C,"De R$ 1.212,01 ate R$ 1.818,00"
285,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
286,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,2,,Q,"Acima de R$ 24.240,00"
287,H,Nao sei,H,Nao sei,4,,I,"De R$ 6.060,01 ate R$ 7.272,00"
288,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,K,"De R$ 8.484,01 ate R$ 9.696,00"
289,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,9,,M,"De R$ 10.908,01 ate R$ 12.120,00"
290,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,K,"De R$ 8.484,01 ate R$ 9.696,00"
291,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,20,,A,Nenhuma Renda
292,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,1,,A,Nenhuma Renda
293,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,3,,B,"Ate R$ 1.212,00"
294,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",8,,O,"De R$ 14.544,01 ate R$ 18.180,00"
295,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,I,"De R$ 6.060,01 ate R$ 7.272,00"
296,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",20,,D,"De R$ 1.818,01 ate R$ 2.424,00"
297,H,Nao sei,H,Nao sei,10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
298,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,1,,A,Nenhuma Renda
299,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,9,,A,Nenhuma Renda
300,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,5,,Q,"Acima de R$ 24.240,00"
301,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,H,"De R$ 4.848,01 ate R$ 6.060,00"
302,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",12,,A,Nenhuma Renda
303,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,D,"De R$ 1.818,01 ate R$ 2.424,00"
304,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",9,,Q,"Acima de R$ 24.240,00"
305,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,1,,A,Nenhuma Renda
306,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,M,"De R$ 10.908,01 ate R$ 12.120,00"
307,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,A,Nenhuma Renda
308,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
309,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,Q,"Acima de R$ 24.240,00"
310,H,Nao sei,H,Nao sei,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
311,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,2,,E,"De R$ 2.424,01 ate R$ 3.030,00"
312,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
313,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",6,,K,"De R$ 8.484,01 ate R$ 9.696,00"
314,A,Nunca estudou,A,Nunca estudou,1,,K,"De R$ 8.484,01 ate R$ 9.696,00"
315,H,Nao sei,H,Nao sei,18,,B,"Ate R$ 1.212,00"
316,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",13,,G,"De R$ 3.636,01 ate R$ 4.848,00"
317,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",10,,B,"Ate R$ 1.212,00"
318,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,D,"De R$ 1.818,01 ate R$ 2.424,00"
319,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,K,"De R$ 8.484,01 ate R$ 9.696,00"
320,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,G,"De R$ 3.636,01 ate R$ 4.848,00"
321,G,Completou a Pos-graduacao,H,Nao sei,4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
322,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",19,,B,"Ate R$ 1.212,00"
323,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,N,"De R$ 12.120,01 ate R$ 14.544,00"
324,H,Nao sei,G,Completou a Pos-graduacao,1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
325,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,16,,A,Nenhuma Renda
326,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,9,,J,"De R$ 7.272,01 ate R$ 8.484,00"
327,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,20,,Q,"Acima de R$ 24.240,00"
328,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,C,"De R$ 1.212,01 ate R$ 1.818,00"
329,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
330,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",19,,A,Nenhuma Renda
331,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",14,,C,"De R$ 1.212,01 ate R$ 1.818,00"
332,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,J,"De R$ 7.272,01 ate R$ 8.484,00"
333,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
334,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,I,"De R$ 6.060,01 ate R$ 7.272,00"
335,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",9,,J,"De R$ 7.272,01 ate R$ 8.484,00"
336,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,B,"Ate R$ 1.212,00"
337,A,Nunca estudou,H,Nao sei,4,,C,"De R$ 1.212,01 ate R$ 1.818,00"
338,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,6,,Q,"Acima de R$ 24.240,00"
339,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,6,,C,"De R$ 1.212,01 ate R$ 1.818,00"
340,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
341,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,2,,A,Nenhuma Renda
342,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,I,"De R$ 6.060,01 ate R$ 7.272,00"
343,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,5,,L,"De R$ 9.696,01 ate R$ 10.908,00"
344,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
345,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,L,"De R$ 9.696,01 ate R$ 10.908,00"
346,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,1,,O,"De R$ 14.544,01 ate R$ 18.180,00"
347,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,I,"De R$ 6.060,01 ate R$ 7.272,00"
348,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,P,"De R$ 18.180,01 ate R$ 24.240,00"
349,G,Completou a Pos-graduacao,A,Nunca estudou,4,,E,"De R$ 2.424,01 ate R$ 3.030,00"
350,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,3,,C,"De R$ 1.212,01 ate R$ 1.818,00"
351,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
352,A,Nunca estudou,H,Nao sei,2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
353,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
354,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,P,"De R$ 18.180,01 ate R$ 24.240,00"
355,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,B,"Ate R$ 1.212,00"
356,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
357,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,10,,D,"De R$ 1.818,01 ate R$ 2.424,00"
358,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",12,,C,"De R$ 1.212,01 ate R$ 1.818,00"
359,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
360,E,"Completou o Ensino Medio, mas nao completou a Faculdade",H,Nao sei,1,,K,"De R$ 8.484,01 ate R$ 9.696,00"
361,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
362,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,I,"De R$ 6.060,01 ate R$ 7.272,00"
363,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,5,,F,"De R$ 3.030,01 ate R$ 3.636,00"
